block,PCR,plate_ID,vial_ID,temp,emerged,sex,fly_no,date_pupated,date_emerged,pupation,survived_to_mating,date_mated,mating_success,time_in,time_start,time_stop,latency,latency_s,duration,duration_s,date_dissected,motility_3,motility_8,motility_14
2,1,1,1,28,1,1,33,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:14:20,,,,,,,,,,
2,1,1,1,28,1,1,34,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:14:38,,,,,,,,,,
2,1,1,1,28,1,1,35,24/07/2018,28/07/2018,4,1,31/08/2018,1,00:15:03,00:37:01,00:48:50,00:21:58,1318,00:11:49,709,,,,
2,1,1,1,28,1,1,36,24/07/2018,28/07/2018,4,1,31/08/2018,1,00:15:30,00:58:02,01:13:04,00:42:32,2552,00:15:02,902,,,,
2,1,1,1,28,1,1,37,24/07/2018,28/07/2018,4,1,31/08/2018,1,00:16:01,00:27:30,00:41:23,00:11:29,689,00:13:53,833,,,,
2,1,1,1,28,1,1,38,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:16:18,,,,,,,,,,
2,1,1,1,28,1,1,39,24/07/2018,28/07/2018,4,1,31/08/2018,1,00:16:30,00:27:08,00:42:20,00:10:38,638,00:15:12,912,,,,
2,1,1,1,28,1,1,40,24/07/2018,28/07/2018,4,1,31/08/2018,1,00:17:03,00:33:07,00:48:38,00:16:04,964,00:15:31,931,,,,
2,1,1,1,28,1,1,41,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:17:30,,,,,,,,,,
2,1,1,1,28,1,1,42,24/07/2018,28/07/2018,4,1,31/08/2018,1,00:18:08,00:34:01,00:44:15,00:15:53,953,00:10:14,614,,,,
2,1,1,1,28,1,1,43,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:18:20,,,,,,,,,,
2,1,1,1,28,1,1,44,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:19:15,,,,,,,,,,
2,1,1,11,32.5,1,1,45,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:20:00,,,,,,,,,,
2,1,1,11,32.5,1,1,46,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:20:32,,,,,,,,,,
2,1,1,11,32.5,1,1,48,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:21:10,,,,,,,,,,
2,1,1,11,32.5,1,1,49,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:21:32,,,,,,,,,,
2,1,1,11,32.5,1,1,50,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:21:58,,,,,,,,,,
2,1,1,11,32.5,1,1,51,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:22:13,,,,,,,,,,
2,1,1,2,28,1,1,52,24/07/2018,28/07/2018,4,1,31/08/2018,1,00:23:23,01:28:35,01:44:51,01:05:12,3912,00:16:16,976,,,,
2,1,1,2,28,1,1,53,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:23:41,,,,,,,,,,
2,1,1,12,32.5,1,1,54,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:24:30,,,,,,,,,,
2,1,1,12,32.5,1,1,55,24/07/2018,28/07/2018,4,1,31/08/2018,0,00:24:40,,,,,,,,,,
2,1,1,1,28,0, ,,,,,,,,,,,,,,,,,,
2,1,1,1,28,0,,,,,,,,,,,,,,,,,,,
2,1,1,11,32.5,0,,,,,,,,,,,,,,,,,,,
2,1,1,11,32.5,0,,,,,,,,,,,,,,,,,,,
2,1,1,11,32.5,0,,,,,,,,,,,,,,,,,,,
2,1,1,11,32.5,0,,,,,,,,,,,,,,,,,,,
2,1,1,11,32.5,0,,,,,,,,,,,,,,,,,,,
2,1,1,11,32.5,0,,,,,,,,,,,,,,,,,,,
2,1,1,11,32.5,0,,,,,,,,,,,,,,,,,,,
2,1,1,12,32.5,0,,,,,,,,,,,,,,,,,,,
2,1,1,12,32.5,0,,,,,,,,,,,,,,,,,,,
2,1,1,12,32.5,0,,,,,,,,,,,,,,,,,,,
2,1,1,12,32.5,1,0,1,24/07/2018,28/07/2018,4,1,02/08/2018,0,00:00:00,,,,,,,,,,
2,1,1,1,28,1,0,2,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:00:25,00:29:28,00:44:38,00:29:03,1743,00:15:10,910,,,,
2,1,1,12,32.5,1,0,3,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:00:45,,,,,,,,,,
2,1,1,2,28,1,0,4,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:00:59,01:27:30,01:47:09,01:26:31,5191,00:19:39,1179,,,,
2,1,1,11,32.5,1,0,5,24/07/2018,28/07/2018,4,1,02/08/2018,0,00:01:15,,,,,,,,,,
2,1,1,1,28,1,0,6,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:01:31,00:06:42,00:28:50,00:05:11,311,00:22:08,1328,,,,
2,1,1,2,28,1,0,7,24/07/2018,28/07/2018,4,1,02/08/2018,0,00:01:52,,,,,,,,,,
2,1,1,11,32.5,1,0,8,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:02:13,00:54:30,01:09:21,00:52:17,3137,00:14:51,891,,,,
2,1,1,1,28,1,0,9,24/07/2018,28/07/2018,4,1,02/08/2018,0,00:02:35,,,,,,,,,,
2,1,1,11,32.5,1,0,10,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:03:32,00:16:30,00:42:20,00:12:58,778,00:25:50,1550,,,,
2,1,1,12,32.5,1,0,11,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:03:52,00:21:32,00:41:30,00:17:40,1060,00:19:58,1198,,,,
2,1,1,2,28,1,0,12,24/07/2018,28/07/2018,4,1,02/08/2018,0,00:04:13,,,,,,,,,,
2,1,1,12,32.5,1,0,13,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:04:30,00:08:42,00:24:18,00:04:12,252,00:15:36,936,,,,
2,1,1,1,28,1,0,14,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:04:42,01:22:50,01:46:32,01:18:08,4688,00:23:42,1422,,,,
2,1,1,11,32.5,1,0,15,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:05:12,01:48:50,01:59:30,01:43:38,6218,00:10:40,640,,,,
2,1,1,1,28,1,0,16,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:05:28,00:27:18,00:43:18,00:21:50,1310,00:16:00,960,,,,
2,1,1,11,32.5,1,0,17,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:05:51,01:24:03,01:46:18,01:18:12,4692,00:22:15,1335,,,,
2,1,1,12,32.5,1,0,18,24/07/2018,28/07/2018,4,1,02/08/2018,0,00:06:32,,,,,,,,,,
2,1,1,11,32.5,1,0,19,24/07/2018,28/07/2018,4,1,02/08/2018,0,00:07:02,,,,,,,,,,
2,1,1,2,28,1,0,20,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:07:21,01:17:13,01:41:30,01:09:52,4192,00:24:17,1457,,,,
2,1,1,1,28,1,0,21,24/07/2018,28/07/2018,4,1,02/08/2018,0,00:07:40,,,,,,,,,,
2,1,1,11,32.5,1,0,22,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:08:01,00:19:50,00:43:10,00:11:49,709,00:23:20,1400,,,,
2,1,1,2,28,1,0,23,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:08:13,00:47:30,01:09:31,00:39:17,2357,00:22:01,1321,,,,
2,1,1,2,28,1,0,24,24/07/2018,28/07/2018,4,1,02/08/2018,0,00:09:31,,,,,,,,,,
2,1,1,12,32.5,1,0,25,24/07/2018,28/07/2018,4,1,02/08/2018,0,00:10:01,,,,,,,,,,
2,1,1,11,32.5,1,0,26,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:10:30,00:54:30,01:06:02,00:44:00,2640,00:11:32,692,,,,
2,1,1,2,28,1,0,27,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:10:42,01:13:45,01:38:38,01:03:03,3783,00:24:53,1493,,,,
2,1,1,1,28,1,0,28,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:11:12,00:22:14,00:41:01,00:11:02,662,00:18:47,1127,,,,
2,1,1,11,32.5,1,0,29,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:11:32,00:38:38,00:58:05,00:27:06,1626,00:19:27,1167,,,,
2,1,1,2,28,1,0,30,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:12:01,01:12:23,01:41:28,01:00:22,3622,00:29:05,1745,,,,
2,1,1,2,28,1,0,31,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:12:21,01:31:52,01:42:35,01:19:31,4771,00:10:43,643,,,,
2,1,1,1,28,1,0,32,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:12:38,00:30:31,00:57:32,00:17:53,1073,00:27:01,1621,,,,
2,1,1,11,32.5,1,0,33,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:13:11,01:12:57,01:39:03,00:59:46,3586,00:26:06,1566,,,,
2,1,1,1,28,1,0,34,24/07/2018,28/07/2018,4,1,02/08/2018,0,00:13:28,,,,,,,,,,
2,1,1,2,28,1,0,35,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:13:50,00:20:30,00:34:08,00:06:40,400,00:13:38,818,,,,
2,1,1,12,32.5,1,0,36,24/07/2018,28/07/2018,4,1,02/08/2018,0,00:14:18,,,,,,,,,,
2,1,1,2,28,1,0,37,24/07/2018,28/07/2018,4,1,02/08/2018,1,00:14:50,01:26:40,01:44:28,01:11:50,4310,00:17:48,1068,,,,
